StockCode,Description,Total_Quantity,Num_Transactions,Avg_UnitPrice,Num_Customers,Revenue,Popular
21733,RED HANGING HEART T-LIGHT HOLDER,7759,679,2.948390804597701,385,22876.564252873563,1
21735,TWO DOOR CURIO CABINET,210,82,12.535975609756099,60,2632.5548780487807,0
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,80,5,1.8150000000000002,5,145.20000000000002,0
21738,COSY SLIPPER SHOES SMALL  RED ,45,18,2.95,17,132.75,0
21739,COSY SLIPPER SHOES SMALL GREEN,143,48,2.8813999999999997,38,412.04019999999997,0
21741,COSY SLIPPER SHOES LARGE GREEN,131,28,2.95,27,386.45000000000005,0
21742,LARGE ROUND WICKER PLATTER ,193,89,5.95,75,1148.3500000000001,0
21743,STAR PORTABLE TABLE LIGHT ,275,31,2.9250000000000003,28,804.3750000000001,0
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,367,80,3.1866666666666665,66,1169.5066666666667,1
21745,GAOLERS KEYS DECORATIVE GARDEN ,929,205,3.7779425837320577,115,3509.708660287082,1
21746,SMALL RED RETROSPOT WINDMILL,2974,185,1.2572192513368983,122,3738.9700534759354,1
21747,SMALL SKULL WINDMILL,437,42,1.2407142857142857,31,542.1921428571428,1
21749,LARGE RED RETROSPOT WINDMILL,1900,107,2.074299065420561,80,3941.1682242990655,1
21750,LARGE SKULL WINDMILL,78,16,2.1,15,163.8,0
21754,HOME BUILDING BLOCK WORD,2654,691,6.017971830985916,360,15971.69723943662,1
21755,LOVE BUILDING BLOCK WORD,1946,555,6.015879310344828,337,11706.901137931036,1
21756,BATH BUILDING BLOCK WORD,792,242,6.034296875,168,4779.163125,1
21757,LIGHTHOUSE PRINTED METAL SIGN,6,3,4.95,3,29.700000000000003,0
21758,VINTAGE SHELLS PRINT,32,14,6.414285714285714,13,205.25714285714284,0
21761,WOOD AND GLASS MEDICINE CABINET,10,10,29.95,10,299.5,0
21763,VINTAGE WOODEN BAR STOOL,6,4,27.4625,4,164.77499999999998,0
21769,VINTAGE POST OFFICE CABINET,11,2,66.36,2,729.96,0
21770,OPEN CLOSED METAL SIGN,1577,341,4.944215116279071,263,7797.027238372094,1
21773,DECORATIVE ROSE BATHROOM BOTTLE,920,59,1.0779661016949154,50,991.7288135593221,1
21774,DECORATIVE CATS BATHROOM BOTTLE,835,52,1.150576923076923,39,960.7317307692307,1
21775,DECORATIVE FLORE BATHROOM BOTTLE,283,41,1.2297560975609756,34,348.0209756097561,0
21777,RECIPE BOX WITH METAL HEART,7,3,7.95,3,55.65,0
21781,MA CAMPAGNE CUTLERY BOX,138,81,14.86951219512195,51,2051.9926829268293,0
21784,SHOE SHINE BOX ,51,38,9.95,20,507.45,0
21785,RAIN PONCHO ,411,4,0.8099999999999999,3,332.90999999999997,1
21786,POLKADOT RAIN HAT ,1589,88,0.4553125,55,723.4915625,1
21787,RAIN PONCHO RETROSPOT,8755,180,0.8633333333333333,115,7558.483333333333,1
21788,KIDS RAIN MAC BLUE,1203,66,0.8526086956521739,59,1025.6882608695653,1
21789,KIDS RAIN MAC PINK,799,67,0.8581690140845071,55,685.6770422535211,1
21790,VINTAGE SNAP CARDS,13336,722,0.8515353260869566,449,11356.075108695653,1
21791,VINTAGE HEADS AND TAILS CARD GAME ,7143,485,1.2709164969450102,342,9078.156537678207,1
21792,CLASSIC FRENCH STYLE BASKET GREEN ,331,70,4.59,58,1519.29,0
21793,CLASSIC FRENCH STYLE BASKET BROWN,296,66,4.293582089552239,57,1270.9002985074628,0
21794,CLASSIC FRENCH STYLE BASKET NATURAL,501,93,4.395913978494623,79,2202.352903225806,1
21801,CHRISTMAS TREE DECORATION WITH BELL,457,22,0.42,22,191.94,1
21802,CHRISTMAS TREE HEART DECORATION,1000,46,0.42,45,420.0,1
21803,CHRISTMAS TREE STAR DECORATION,1138,49,0.42,46,477.96,1
21804,WHITE CHRISTMAS GARLAND STARS TREES,178,40,3.7236585365853654,37,662.8112195121951,0
21807,WHITE CHRISTMAS STAR DECORATION,415,25,0.42,24,174.29999999999998,1
21808,"CHRISTMAS GARLAND STARS,TREES",100,21,3.6363636363636362,21,363.6363636363636,0
21809,CHRISTMAS HANGING TREE WITH BELL,1859,85,0.7438461538461538,72,1382.81,1
21810,CHRISTMAS HANGING STAR WITH BELL,5305,173,0.5667724867724868,129,3006.7280423280426,1
21811,CHRISTMAS HANGING HEART WITH BELL,219,17,1.25,16,273.75,0
21811,HANGING HEART WITH BELL,4113,138,0.5618367346938776,106,2310.8344897959187,1
21812,GARLAND WITH HEARTS AND BELLS,218,42,4.901162790697675,36,1068.453488372093,0
21813,GARLAND WITH STARS AND BELLS,250,40,4.898780487804878,38,1224.6951219512193,0
21814,HEART T-LIGHT HOLDER ,75,12,1.45,11,108.75,0
21815,STAR  T-LIGHT HOLDER ,132,18,1.45,15,191.4,0
21816,CHRISTMAS TREE T-LIGHT HOLDER,34,7,1.45,6,49.3,0
21817,GLITTER CHRISTMAS TREE,908,54,0.5031147540983607,48,456.82819672131154,1
21818,GLITTER CHRISTMAS HEART ,264,18,0.85,17,224.4,0
21818,GLITTER HEART DECORATION,2435,129,0.46253521126760566,104,1126.2732394366199,1
21819,GLITTER CHRISTMAS STAR ,2465,118,0.49124031007751934,95,1210.9073643410852,1
21820,GLITTER HEART GARLAND WITH BELLS ,291,58,3.791746031746032,49,1103.3980952380953,0
21821,GLITTER STAR GARLAND WITH BELLS ,223,40,3.732439024390244,35,832.3339024390244,0
21822,GLITTER CHRISTMAS TREE WITH BELLS,615,58,1.0282089552238807,45,632.3485074626866,1
21823,PAINTED METAL HEART WITH HOLLY BELL,1196,69,0.7479220779220779,61,894.5148051948051,1
21824,PAINTED METAL STAR WITH HOLLY BELLS,1450,73,0.5964935064935065,63,864.9155844155845,1
21826,EIGHT PIECE DINOSAUR SET,93,18,1.25,16,116.25,0
21827,EIGHT PIECE CREEPY CRAWLIE SET,6,3,1.25,3,7.5,0
21828,EIGHT PIECE SNAKE  SET,314,68,1.25,53,392.5,0
21829,DINOSAUR KEYRINGS ASSORTED,6462,131,0.2122222222222222,104,1371.3799999999999,1
21830,ASSORTED CREEPY CRAWLIES,2599,88,0.43782608695652175,63,1137.91,1
21832,CHOCOLATE CALCULATOR,785,115,1.7306557377049179,83,1358.5647540983605,1
21833,CAMOUFLAGE LED TORCH,2628,120,1.6816666666666664,87,4419.419999999999,1
21836,GINGHAM OVEN GLOVE RED HEART ,3,2,3.75,2,11.25,0
21839,MUMMY MOUSE RED GINGHAM RIBBON,1,1,5.45,1,5.45,0
21841,BABY MOUSE RED GINGHAM DRESS,73,20,4.25,19,310.25,0
21843,RED RETROSPOT CAKE STAND,1809,421,10.862765957446808,260,19650.743617021275,1
21844,RED RETROSPOT MUG,1814,134,2.902941176470588,99,5265.935294117647,1
21845,DAIRY MAID STRIPE MUG,1907,82,1.0974698795180724,63,2092.875060240964,1
21846,PINK DIAMANTE PEN IN GIFT BOX,72,24,5.616666666666667,12,404.40000000000003,0
21847,GREEN  DIAMANTE PEN IN GIFT BOX,9,5,4.95,5,44.550000000000004,0
21849,SILVER DIAMANTE PEN IN GIFT BOX,52,22,5.083600000000001,16,264.34720000000004,0
21850,BLUE  DIAMANTE PEN IN GIFT BOX,61,21,4.918181818181818,12,300.0090909090909,0
21851,LILAC DIAMANTE PEN IN GIFT BOX,26,15,5.617999999999999,12,146.06799999999998,0
21864,UNION JACK FLAG PASSPORT COVER ,610,96,2.075151515151515,65,1265.8424242424242,1
21865,PINK UNION JACK  PASSPORT COVER ,223,68,2.088611111111111,52,465.7602777777778,0
21866,UNION JACK FLAG LUGGAGE TAG,537,106,1.3015454545454543,79,698.929909090909,1
21867,PINK UNION JACK  LUGGAGE TAG,266,75,1.2753409090909091,56,339.2406818181818,0
21868,POTTING SHED TEA MUG,2346,232,1.3348510638297872,153,3131.560595744681,1
21870,I CAN ONLY PLEASE ONE PERSON MUG,1357,137,1.247304964539007,97,1692.5928368794325,1
21871,SAVE THE PLANET MUG,5265,270,1.3763272727272728,133,7246.363090909092,1
21872,GLAMOROUS  MUG,1269,119,1.3554032258064515,81,1720.006693548387,1
21873,IF YOU CAN'T STAND THE HEAT MUG,1586,88,1.2783516483516484,62,2027.4657142857143,1
21874,GIN AND TONIC MUG,2852,194,1.3477040816326529,110,3843.652040816326,1
21875,KINGS CHOICE MUG,2000,111,1.3656249999999999,83,2731.2499999999995,1
21876,POTTERING MUG,3548,197,1.3853,141,4915.0444,1
21877,HOME SWEET HOME MUG,5347,293,1.418294314381271,174,7583.619698996656,1
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2397,152,0.8524840764331211,120,2043.4043312101912,1
21879,HEARTS GIFT TAPE,1027,57,0.4628813559322034,52,475.37915254237294,1
21880,RED RETROSPOT TAPE,1458,99,0.5488000000000001,84,800.1504000000001,1
21881,CUTE CATS TAPE,975,45,0.5708888888888889,37,556.6166666666667,1
21882,SKULLS TAPE,600,38,0.5265853658536586,35,315.9512195121951,1
21883,STARS GIFT TAPE ,1368,93,0.5566666666666668,82,761.5200000000001,1
21884,CAKES AND BOWS GIFT  TAPE,1017,44,0.5036363636363637,43,512.1981818181819,1
21888,BINGO SET,1553,280,3.8331560283687947,210,5952.891312056738,1
21889,WOODEN BOX OF DOMINOES,5778,449,1.2799356223175966,336,7395.468025751074,1
21890,S/6 WOODEN SKITTLES IN COTTON BAG,1075,173,3.238666666666667,143,3481.566666666667,1
21891,TRADITIONAL WOODEN SKIPPING ROPE,7919,340,1.3947486033519554,264,11045.014189944135,1
21892,TRADITIONAL WOODEN CATCH CUP GAME ,2914,295,1.296360655737705,235,3777.5949508196722,1
21894,POTTING SHED SEED ENVELOPES,476,71,1.3145333333333333,57,625.7178666666666,1
21895,POTTING SHED SOW 'N' GROW SET,1,1,4.25,1,4.25,0
21896,POTTING SHED TWINE,949,89,2.1059782608695654,79,1998.5733695652175,1
21897,POTTING SHED CANDLE CITRONELLA,402,2,2.88,1,1157.76,1
21898,POTTING SHED ROSE CANDLE,445,7,3.0157142857142856,6,1341.992857142857,1
21899,GARAGE KEY FOB,733,115,0.708135593220339,81,519.0633898305085,1
21899,"KEY FOB , GARAGE DESIGN",1872,103,0.6477358490566038,89,1212.5615094339623,1
21900,"KEY FOB , SHED",3087,265,0.6854074074074075,166,2115.8526666666667,1
21901,"KEY FOB , BACK DOOR ",1746,234,0.6776229508196722,143,1183.1296721311476,1
21902,"KEY FOB , FRONT  DOOR ",1915,161,0.6779041916167665,114,1298.186526946108,1
21903,MAN FLU METAL SIGN,1129,153,2.236322580645161,113,2524.808193548387,1
21904,HOUSE WRECKING METAL SIGN ,51,23,2.1,21,107.10000000000001,0
21905,MORE BUTTER METAL SIGN ,685,110,1.2900900900900902,84,883.7117117117118,1
21906,PHARMACIE FIRST AID TIN,483,94,6.732736842105263,71,3251.911894736842,1
21907,I'M ON HOLIDAY METAL SIGN,2294,329,2.113072289156627,208,4847.387831325303,1
21908,CHOCOLATE THIS WAY METAL SIGN,3635,374,2.140183727034121,220,7779.567847769029,1
21910,WAY OUT METAL SIGN ,36,8,1.65,8,59.4,0
21911,GARDEN METAL SIGN ,105,20,1.65,18,173.25,0
21912,VINTAGE SNAKES & LADDERS,1575,268,3.8390405904059044,201,6046.4889298892995,1
21913,VINTAGE SEASIDE JIGSAW PUZZLES,305,89,3.8293258426966292,72,1167.944382022472,0
21914,BLUE HARMONICA IN BOX ,7434,517,1.2807020872865273,306,9520.739316888044,1
21915,RED  HARMONICA IN BOX ,20975,561,1.261146384479718,349,26452.545414462085,1
21916,SET 12 RETRO WHITE CHALK STICKS,4363,248,0.43215686274509807,156,1885.500392156863,1
21917,SET 12 KIDS  WHITE CHALK STICKS,4095,186,0.4274074074074074,132,1750.2333333333333,1
21918,SET 12 KIDS COLOUR  CHALK STICKS,7013,282,0.42713286713286713,193,2995.4827972027974,1
21922,UNION STRIPE WITH FRINGE  HAMMOCK,759,167,7.950236686390532,113,6034.229644970414,1
21925,UNION STRIPE CUSHION COVER ,403,65,1.25,38,503.75,1
21926,RED/CREAM STRIPE CUSHION COVER ,414,60,1.2468333333333335,35,516.1890000000001,1
21927,BLUE/CREAM STRIPE CUSHION COVER ,622,98,1.2480808080808081,41,776.3062626262627,1
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,7757,451,2.0593201754385966,232,15974.146600877193,1
21928,JUMBO BAG SCANDINAVIAN PAISLEY,1947,91,1.9145161290322579,76,3727.562903225806,1
21929,JUMBO BAG PINK VINTAGE PAISLEY,9889,602,2.0409405940594056,308,20182.86153465346,1
21930,JUMBO STORAGE BAG SKULLS,5706,471,2.027713097713098,220,11570.130935550937,1
21931,JUMBO STORAGE BAG SUKI,11516,774,2.028888888888889,333,23364.684444444447,1
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2467,319,1.8524464831804281,218,4569.985474006116,1
21933,PINK VINTAGE PAISLEY PICNIC BAG,2410,283,1.8428571428571427,198,4441.285714285714,1
21934,SKULL SHOULDER BAG,1288,143,1.6458041958041958,85,2119.795804195804,1
21935,SUKI  SHOULDER BAG,1763,204,1.6440487804878048,121,2898.4579999999996,1
21936,RED RETROSPOT PICNIC BAG,3758,385,2.9493814432989693,223,11083.775463917527,1
21937,STRAWBERRY   PICNIC BAG,1591,206,2.926923076923077,146,4656.734615384616,1
21942,SKULLS DESIGN FLANNEL,161,23,0.83,14,133.63,0
21943,CAKES AND RABBITS DESIGN FLANNEL ,57,10,0.85,7,48.449999999999996,0
21944,KITTENS DESIGN FLANNEL,232,33,0.7688235294117647,24,178.36705882352942,0
21945,STRAWBERRIES  DESIGN FLANNEL ,225,29,0.8346666666666667,27,187.8,0
21946,PARTY TIME DESIGN FLANNEL,72,11,0.8081818181818182,8,58.189090909090915,0
21947,SET OF 6 HEART CHOPSTICKS,596,82,1.357840909090909,62,809.2731818181817,1
21948,SET OF 6 CAKE CHOPSTICKS,418,54,1.4012499999999999,37,585.7225,1
21949,SET OF 6 STRAWBERRY CHOPSTICKS,613,59,1.305084745762712,46,800.0169491525425,1
21955,DOORMAT UNION JACK GUNS AND ROSES,1159,155,7.759430379746836,108,8993.179810126583,1
21967,PACK OF 12 SKULL TISSUES,5166,173,0.32366666666666666,129,1672.062,1
21972,SET OF 36 DINOSAUR PAPER DOILIES,292,39,1.45,35,423.4,0
21973,SET OF 36 MUSHROOM PAPER DOILIES,159,30,1.45,25,230.54999999999998,0
21974,SET OF 36 PAISLEY FLOWER DOILIES,2036,229,1.494061135371179,177,3041.9084716157204,1
21975,PACK OF 60 DINOSAUR CAKE CASES,12134,529,0.5584098939929328,287,6775.745653710247,1
21976,PACK OF 60 MUSHROOM CAKE CASES,4967,276,0.552318339100346,181,2743.3651903114187,1
21977,PACK OF 60 PINK PAISLEY CAKE CASES,24264,669,0.551399416909621,410,13379.155451895045,1
21980,PACK OF 12 RED RETROSPOT TISSUES ,6523,250,0.3281349206349206,192,2140.424087301587,1
21981,PACK OF 12 WOODLAND TISSUES ,5295,190,0.3362051282051282,143,1780.206153846154,1
21982,PACK OF 12 SUKI TISSUES ,7346,259,0.341070110701107,182,2505.501033210332,1
21983,PACK OF 12 BLUE PAISLEY TISSUES ,2223,124,0.352258064516129,98,783.0696774193548,1
21984,PACK OF 12 PINK PAISLEY TISSUES ,3309,157,0.3540740740740741,123,1171.6311111111113,1
21985,PACK OF 12 HEARTS DESIGN TISSUES ,8569,354,0.3338227146814404,262,2860.526842105263,1
21986,PACK OF 12 PINK POLKADOT TISSUES,3985,155,0.33987261146496817,118,1354.3923566878982,1
21987,PACK OF 6 SKULL PAPER CUPS,2050,147,0.6476315789473684,106,1327.6447368421052,1
21988,PACK OF 6 SKULL PAPER PLATES,2194,147,0.8401342281879194,101,1843.2544966442952,1
21989,PACK OF 20 SKULL PAPER NAPKINS,2068,205,0.8465402843601896,130,1750.645308056872,1
21990,MODERN FLORAL STATIONERY SET,1219,177,1.5017204301075269,127,1830.5972043010752,1
21991,BOHEMIAN COLLAGE STATIONERY SET,471,102,1.5112621359223302,80,711.8044660194175,1
21992,VINTAGE PAISLEY STATIONERY SET,1163,199,1.5286574074074073,160,1777.8285648148146,1
21993,FLORAL FOLK STATIONERY SET,1366,205,1.5189622641509433,151,2074.9024528301884,1
22021,BLUE FELT EASTER EGG BASKET,350,64,1.65,60,577.5,1
22023,EMPIRE BIRTHDAY CARD,1143,84,0.4295348837209302,71,490.9583720930232,1
22024,RAINY LADIES BIRTHDAY CARD,2304,129,0.4283969465648855,90,987.0265648854961,1
22025,RING OF ROSES BIRTHDAY CARD,1776,87,0.4152808988764045,73,737.5388764044944,1
22026,BANQUET BIRTHDAY  CARD  ,1572,100,0.41821782178217815,71,657.4384158415841,1
22027,TEA PARTY BIRTHDAY CARD,4165,262,0.424377358490566,180,1767.5316981132075,1
22028,PENNY FARTHING BIRTHDAY CARD,2915,185,0.4309090909090909,124,1256.1,1
22029,SPACEBOY BIRTHDAY CARD,7858,394,0.42345088161209066,234,3327.4770277078082,1
22030,SWALLOWS GREETING CARD,5361,242,0.41922448979591836,179,2247.4624897959184,1
22031,BOTANICAL LAVENDER BIRTHDAY CARD,363,32,0.47125,28,171.06375,1
22032,BOTANICAL LILY GREETING CARD,361,31,0.42,28,151.62,1
22033,BOTANICAL ROSE GREETING CARD,336,21,0.42000000000000004,20,141.12,0
22034,ROBIN CHRISTMAS CARD,3,1,0.42,1,1.26,0
22035,VINTAGE CARAVAN GREETING CARD ,1406,87,0.4265909090909091,65,599.7868181818181,1
22037,ROBOT BIRTHDAY CARD,3795,257,0.420648854961832,173,1596.3624045801525,1
22038,BOTANICAL LAVENDER GIFT WRAP ,475,19,0.42,19,199.5,1
22039,BOTANICAL LILY GIFT WRAP,250,7,0.42,6,105.0,0
22040,BOTANICAL ROSE GIFT WRAP,725,28,0.42,27,304.5,1
22041,"RECORD FRAME 7"" SINGLE SIZE ",3812,196,2.492964824120603,73,9503.181909547739,1
22042,CHRISTMAS CARD SINGING ANGEL,372,25,0.42,24,156.23999999999998,1
22043,CHRISTMAS CARD SCREEN PRINT ,1188,43,0.23674418604651162,40,281.2520930232558,1
22044,CHRISTMAS CARD STACK OF PRESENTS,816,36,0.2602777777777778,35,212.38666666666666,1
22045,SPACEBOY GIFT WRAP,6502,206,0.4186473429951691,148,2722.0450241545896,1
22046,TEA PARTY  WRAPPING PAPER ,2250,75,0.4189333333333333,62,942.6,1
22047,EMPIRE GIFT WRAP,3400,105,0.4179439252336449,93,1421.0093457943926,1
22048,BIRTHDAY BANQUET GIFT WRAP,975,32,0.4175,32,407.0625,1
22049,WRAP CHRISTMAS SCREEN PRINT,1025,31,0.26187499999999997,26,268.42187499999994,1
22050,PINK PAISLEY ROSE GIFT WRAP,1225,40,0.418,37,512.05,1
22051,BLUE SCANDINAVIAN PAISLEY WRAP,1000,39,0.42000000000000004,36,420.00000000000006,1
22052,VINTAGE CARAVAN GIFT WRAP,571,23,0.42,22,239.82,1
22053,EMPIRE DESIGN ROSETTE,4236,26,1.2261538461538461,23,5193.987692307693,1
22055,MINI CAKE STAND  HANGING STRAWBERY,1248,142,1.4559459459459458,102,1817.0205405405404,1
22057,CERAMIC PLATE STRAWBERRY DESIGN,578,56,1.2457142857142858,46,720.0228571428572,1
22059,CERAMIC STRAWBERRY DESIGN MUG,1749,142,1.3008496732026145,85,2275.1860784313726,1
22060,LARGE CAKE STAND HANGING HEARTS,233,34,5.2081081081081075,31,1213.4891891891891,0
22061,LARGE CAKE STAND  HANGING STRAWBERY,565,129,8.997230769230768,86,5083.435384615384,1
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,559,52,1.1427868852459016,43,638.817868852459,1
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,544,81,2.7180898876404496,56,1478.6408988764047,1
22064,PINK DOUGHNUT TRINKET POT ,1608,164,1.6367052023121387,85,2631.821965317919,1
22065,CHRISTMAS PUDDING TRINKET POT ,6440,164,0.6127932960893855,132,3946.3888268156425,1
22066,LOVE HEART TRINKET POT,2248,131,0.6111428571428572,99,1373.849142857143,1
22067,CHOC TRUFFLE GOLD TRINKET POT ,389,48,1.522549019607843,32,592.271568627451,1
22068,BLACK PIRATE TREASURE CHEST,437,81,1.4128235294117646,56,617.4038823529411,1
22069,BROWN  PIRATE TREASURE CHEST ,220,37,1.4238461538461538,26,313.24615384615385,0
22070,SMALL RED RETROSPOT MUG IN BOX ,874,84,3.894186046511628,62,3403.5186046511626,1
22071,SMALL WHITE RETROSPOT MUG IN BOX ,711,72,3.6298666666666666,64,2580.8352,1
22072,RED RETROSPOT TEA CUP AND SAUCER ,813,139,3.453108108108108,90,2807.376891891892,1
22073,RED RETROSPOT STORAGE JAR,300,45,3.7059183673469387,38,1111.7755102040817,0
22074,6 RIBBONS SHIMMERING PINKS ,1001,75,1.2164935064935065,61,1217.71,1
22075,6 RIBBONS ELEGANT CHRISTMAS ,1565,120,1.5195999999999998,96,2378.1739999999995,1
22076,6 RIBBONS EMPIRE  ,1035,113,1.4310526315789474,96,1481.1394736842105,1
22077,6 RIBBONS RUSTIC CHARM,8605,726,1.7783355525965379,413,15302.577430093208,1
22078,RIBBON REEL LACE DESIGN ,1300,143,2.093421052631579,105,2721.4473684210525,1
22079,RIBBON REEL HEARTS DESIGN ,1715,225,1.6984120171673818,190,2912.77660944206,1
22080,RIBBON REEL POLKADOTS ,1182,126,1.6469465648854962,116,1946.6908396946565,1
22081,RIBBON REEL FLORA + FAUNA ,595,89,1.7401098901098901,74,1035.3653846153845,1
22082,RIBBON REEL STRIPES DESIGN ,2558,334,1.6814772727272727,250,4301.2188636363635,1
22083,PAPER CHAIN KIT RETROSPOT,4307,444,2.9532142857142856,294,12719.493928571428,1
22084,PAPER CHAIN KIT EMPIRE,4893,374,2.9071801566579634,277,14224.832506527415,1
22085,PAPER CHAIN KIT SKULLS ,507,73,2.9283783783783788,62,1484.687837837838,1
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,15617,980,2.9372031403336605,613,45870.301442590775,1
22087,PAPER BUNTING WHITE LACE,3779,257,2.880566037735849,155,10885.659056603774,1
22088,PAPER BUNTING COLOURED LACE,1698,169,2.905555555555556,115,4933.633333333334,1
22089,PAPER BUNTING VINTAGE PAISLEY,1190,180,2.934699453551913,142,3492.2923497267766,1
22090,PAPER BUNTING RETROSPOT,6879,567,2.904694589877836,325,19981.394083769635,1
22091,EMPIRE TISSUE BOX,1945,130,0.5468888888888889,97,1063.6988888888889,1
22092,BLUE PAISLEY TISSUE BOX,668,88,0.505,75,337.34,1
22093,MOTORING TISSUE BOX,1828,153,0.517,114,945.076,1
22094,RED RETROSPOT TISSUE BOX,2087,145,0.5678571428571428,117,1185.117857142857,1
22095,LADS ONLY TISSUE BOX,1578,102,0.6526315789473685,72,1029.8526315789475,1
22096,PINK PAISLEY SQUARE TISSUE BOX ,1364,109,0.5168644067796611,89,705.0030508474576,1
22097,SWALLOW SQUARE TISSUE BOX,1591,132,0.5314473684210527,103,845.5327631578948,1
22098,BOUDOIR SQUARE TISSUE BOX,1957,143,0.669271523178808,98,1309.7643708609273,1
22099,CARAVAN SQUARE TISSUE BOX,1405,122,0.6098496240601504,96,856.8387218045114,1
22100,SKULLS SQUARE TISSUE BOX,729,38,0.648,34,472.392,1
22101,MIRROR MOSAIC VOTIVE HOLDER,837,24,1.9366666666666668,21,1620.99,1
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1533,18,1.51,13,2314.83,1
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1165,15,1.478235294117647,12,1722.144117647059,1
22104,MIRROR MOSAIC CANDLE PLATE,151,12,1.3641666666666667,9,205.98916666666668,0
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,506,10,3.59,9,1816.54,1
22106,MIRROR MOSAIC HURRICANE LAMP ,286,12,5.566666666666666,9,1592.0666666666666,0
22107,PIZZA PLATE IN BOX,293,69,3.532972972972973,44,1035.161081081081,0
22108,PING! MICROWAVE PLATE,101,28,2.855,16,288.355,0
22109,FULL ENGLISH BREAKFAST PLATE,1383,158,3.8364417177914114,100,5305.798895705522,1
22110,BIRD HOUSE HOT WATER BOTTLE,618,154,2.577361963190184,116,1592.8096932515336,1
22111,SCOTTIE DOG HOT WATER BOTTLE,4259,656,4.90327868852459,425,20883.063934426227,1
22112,CHOCOLATE HOT WATER BOTTLE,5160,700,4.873865546218488,382,25149.146218487396,1
22113,GREY HEART HOT WATER BOTTLE,3156,511,4.029555555555556,337,12717.277333333333,1
22114,HOT WATER BOTTLE TEA AND SYMPATHY,3736,514,4.212192307692308,325,15736.750461538462,1
22115,METAL SIGN EMPIRE TEA,1495,183,1.5037297297297296,152,2248.075945945946,1
22116,METAL SIGN HIS DINNER IS SERVED,505,90,1.2240000000000002,65,618.1200000000001,1
22117,METAL SIGN HER DINNER IS SERVED ,1290,72,2.785416666666667,58,3593.1875000000005,1
22118,JOY WOODEN BLOCK LETTERS,219,78,4.2385,67,928.2315,0
22119,PEACE WOODEN BLOCK LETTERS,348,103,6.15509090909091,82,2141.9716363636367,1
22120,WELCOME  WOODEN BLOCK LETTERS,505,167,9.866823529411764,121,4982.745882352941,1
22121,NOEL WOODEN BLOCK LETTERS ,333,114,6.062413793103448,94,2018.7837931034483,0
22123,PING MICROWAVE APRON,443,72,2.139189189189189,59,947.6608108108109,1
22124,SET OF 2 TEA TOWELS PING MICROWAVE,79,23,2.31625,14,182.98375000000001,0
22125,UNION JACK HOT WATER BOTTLE ,4,1,5.95,1,23.8,0
22127,PARTY CONES CARNIVAL ASSORTED,402,20,1.2409523809523808,20,498.8628571428571,1
22128,PARTY CONES CANDY ASSORTED,1729,72,1.2368055555555555,62,2138.4368055555556,1
22129,PARTY CONES CANDY DECORATION,296,8,1.4375,6,425.5,0
22129,PARTY CONES CANDY TREE DECORATION,696,28,0.836551724137931,27,582.24,1
22130,PARTY CONE CHRISTMAS DECORATION ,1505,88,0.8485714285714285,78,1277.1,1
22131,FOOD CONTAINER SET 3 LOVE HEART ,1890,180,2.0374736842105263,115,3850.825263157895,1
22132,RED LOVE HEART SHAPE CUP,935,83,0.8562650602409638,60,800.6078313253012,1
22133,PINK LOVE HEART SHAPE CUP,702,60,0.8738333333333334,41,613.431,1
22134,LADLE LOVE HEART RED ,6,1,0.42,1,2.52,0
22134,MINI LADLE LOVE HEART RED ,631,54,0.4628571428571428,28,292.0628571428571,1
22135,LADLE LOVE HEART PINK,19,3,0.42,3,7.9799999999999995,0
22135,MINI LADLE LOVE HEART PINK,243,45,0.4645652173913043,20,112.88934782608695,0
22136,LOVE HEART SOCK HANGER,334,50,1.6462264150943395,37,549.8396226415094,0
22137,BATHROOM SET LOVE HEART DESIGN,68,11,2.913636363636364,9,198.12727272727275,0
22138,BAKING SET 9 PIECE RETROSPOT ,4797,854,4.988742791234141,581,23930.999169550174,1
22139,RETROSPOT TEA SET CERAMIC 11 PC ,4248,823,4.997995198079232,488,21231.483601440577,1
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2448,348,2.1459722222222224,256,5253.34,1
22142,CHRISTMAS CRAFT WHITE FAIRY ,3073,321,1.4962462462462462,259,4597.964714714714,1
22144,CHRISTMAS CRAFT LITTLE FRIENDS,3468,421,2.1472311212814645,319,7446.597528604119,1
22145,CHRISTMAS CRAFT HEART STOCKING ,30,1,2.1,1,63.0,0
22146,EASTER CRAFT IVY WREATH WITH CHICK,1,1,1.95,1,1.95,0
22147,FELTCRAFT BUTTERFLY HEARTS,6127,436,1.4642163355408389,287,8971.25348785872,1
22148,EASTER CRAFT 4 CHICKS ,1819,159,1.937272727272727,148,3523.8990909090903,1
